,id,type,title,director,country,release_year,rating,genre,duration_in_min,duration_in_seasons
5619,5619,Movie,Pinkfong! Baby Shark in Summer Time,Pinkfong,Italy,2021,0+,"Animation, Kids",27,0
5620,5620,Movie,Nigahen,Harmesh Malhotra,Italy,1989,13+,"Drama, Romance, Science Fiction",138,0
5621,5621,TV Show,NBA Games of the Year,Unknown,Italy,2014,ALL,"Arts, Entertainment, and Culture",0,1
5622,5622,Movie,Nazi Undead,Steven Spiel,Italy,2019,18+,Horror,78,0
5623,5623,Movie,Mixed Up,Nishi Chawla,Italy,2020,16+,Action,106,0
5624,5624,Movie,Macbeth,Kit Monkman,Italy,2020,16+,Drama,121,0
5625,5625,Movie,Little Baby Bum - ABC Song and More Kids Songs,Cannis Holder,Italy,2020,ALL,Kids,36,0
5626,5626,Movie,Kittie: Live at the London Music Hall,Rob McCallum,Italy,2020,18+,"Documentary, Special Interest",81,0
5627,5627,Movie,Jurassic Dinosaur playtime! T-Rex Ranch,Aaron Michael,Italy,2019,ALL,Kids,12,0
5628,5628,Movie,Joyful Praise,Maurice Jones,Italy,2020,13+,"Comedy, Drama, Special Interest",52,0
5629,5629,Movie,Inmate Zero,Russell Owen,Italy,2020,18+,"Horror, Suspense",107,0
5630,5630,TV Show,HITOSHI MATSUMOTO Presents Documental,Unknown,Italy,2021,18+,"Comedy, International, Unscripted",0,4
5631,5631,TV Show,Head Above Water,Unknown,Italy,2021,17+,Sports,0,1
5632,5632,Movie,False Paradise (Feature Length),Niyi Towolawi,Italy,2021,16+,Drama,94,0
5633,5633,TV Show,Elzaz,Unknown,Italy,2021,16+,TV Shows,0,1
5634,5634,Movie,Elyse,Stella Hopkins,Italy,2020,16+,Drama,95,0
5635,5635,Movie,DIVOS!,Ryan P. Bartley,Italy,2020,13+,"Arthouse, Comedy, Drama",99,0
5636,5636,Movie,Dark Prince: The True Story of Dracula,Joe Chappelle,Italy,2000,17+,"Horror, Suspense",92,0
5637,5637,Movie,Brightheart: Let Your Light Shine,Deng Weifeng,Italy,2021,0+,"Animation, Kids, Science Fiction",84,0
5638,5638,Movie,Apparition,Waymon Boone,Italy,2019,18+,Horror,83,0
5639,5639,Movie,Alag - He Is Different - He Is Alone,Ashu Trikha Jim Mulligan,Italy,2006,13+,Drama,117,0
5640,5640,Movie,A Million Hits,Janet Harvey,Italy,2021,16+,"Action, Drama",71,0
5641,5641,Movie,You Were Never Really Here,Lynne Ramsay,Italy,2018,17+,"Drama, Suspense",90,0
5642,5642,Movie,Yakov Smirnoff: What A Country!,Yakov Smirnoff,Italy,1994,13+,"Arts, Entertainment, and Culture, Comedy, Special Interest",46,0
5643,5643,Movie,Yakov Smirnoff: Just Off The Boat,Yakov Smirnoff,Italy,1994,16+,"Arts, Entertainment, and Culture, Comedy, Special Interest",49,0
5644,5644,Movie,Tom Clancy's The Division: Agent Origins (4K UHD),"Adrian Picardi, Devin Graham",Italy,2016,18+,"Action, Adventure, Drama",32,0
5645,5645,Movie,The Silencing,Robin Pront,Italy,2020,17+,Suspense,95,0
5646,5646,Movie,The Lie,Veena Sud,United States,2020,16+,"Drama, Horror, Suspense",95,0
5647,5647,Movie,Sylvie's Love,Eugene Ashe,United States,2020,13+,"Drama, Romance",116,0
5648,5648,Movie,Stree,Amar Kaushik,Italy,2018,13+,"Comedy, Horror, Romance",129,0
5649,5649,Movie,Slaying the Dragon,Deborah Gee,Italy,1988,13+,"Documentary, Special Interest",58,0
5650,5650,Movie,Poison Rose,George Gallo,Italy,2019,17+,Suspense,97,0
5651,5651,Movie,One Night in Miami...,Regina King,United States,2021,17+,Drama,114,0
5652,5652,Movie,My Spy,Peter Segal,Italy,2020,13+,"Action, Adventure, Comedy",101,0
5653,5653,TV Show,My Friend Rabbit,Unknown,Italy,2007,7+,"Animation, Kids",0,1
5654,5654,Movie,Love Games,Vikram Bhatt,India,2016,16+,"International, Suspense",109,0
5655,5655,Movie,Knives Out,Rian Johnson,United States,2019,13+,Comedy,130,0
5656,5656,TV Show,Jim Baugh Outdoors TV,Unknown,Italy,2021,13+,"Documentary, Sports",0,1
5657,5657,Movie,Jesse Stone: Stone Cold,Robert Harmon,Italy,2005,17+,"Action, Suspense",86,0
5658,5658,Movie,I See You,Adam Randall,United States,2019,17+,"Drama, Horror, Suspense",98,0
5659,5659,Movie,Final Score,Scott Mann,Italy,2018,17+,"Action, Adventure",105,0
5660,5660,Movie,Eagle Eye,D.J. Caruso,Italy,2008,13+,"Action, Drama, Suspense",118,0
5661,5661,Movie,Danger Close,Kriv Stenders,Italy,2019,17+,"Action, Adventure",119,0
5662,5662,Movie,Brittany Runs A Marathon,Paul Downs Colaizzo,"United States, Canada",2019,17+,"Comedy, Drama, Romance",104,0
5663,5663,Movie,Borat Subsequent Moviefilm,Jason Woliner,"United Kingdom, United States",2020,17+,Comedy,96,0
5664,5664,Movie,Black Box,"Emmanuel Osei-Kuffour,  Jr",United States,2020,16+,"Horror, Science Fiction, Suspense",101,0
5665,5665,Movie,Beautiful Boy,Felix van Groeningen,United States,2018,17+,Drama,120,0
5666,5666,Movie,Beach House,Jason Saltiel,Italy,2019,13+,"Drama, Suspense",87,0
5667,5667,Movie,An Inspector Calls,Aisling Walsh,Italy,2015,13+,"Drama, Suspense",86,0
5668,5668,Movie,American Tragedy,Josh Sabey,Italy,2020,13+,"Documentary, Drama",79,0
5669,5669,Movie,Accident,Dan Tondowski,Italy,2018,16+,"Action, Suspense",91,0
5670,5670,Movie,A Vigilante,Sarah Daggar-Nickson,Italy,2019,17+,"Action, Adventure, Suspense",91,0
5671,5671,Movie,A Man Possessed,Amel J. Figueroa,Italy,2016,16+,"Action, Suspense",105,0
5672,5672,Movie,47 Meters Down: Uncaged,Johannes Roberts,"United Kingdom, United States",2019,13+,"Action, Adventure, Drama",90,0
5673,5673,Movie,10 Minutes Gone (4K UHD),Brian A. Miller,Italy,2019,17+,"Action, Adventure, Suspense",88,0
5674,5674,Movie,The Secret: Dare to Dream,Andy Tennant,Italy,2020,8+,Drama,108,0
5675,5675,Movie,Message Man,Corey Pearson,Italy,2019,16+,"Action, Suspense",90,0
5676,5676,TV Show,Used and Borrowed Time,Unknown,Italy,2021,18+,"Drama, Romance",0,1
5677,5677,Movie,Zombie: I Eat Your Skin,Del Tenney,Italy,2021,16+,Horror,92,0
5678,5678,Movie,Woodwind,Fin Manjoo,Italy,2021,7+,"Arthouse, Drama, Suspense",125,0
5679,5679,Movie,Windsplitter,Julius D. Feigelson,Italy,2021,16+,Action,95,0
5680,5680,Movie,Through The Shadow,Walter Lima Jnr,Italy,2021,16+,Horror,106,0
5681,5681,Movie,The Hidden Truth,"YEMI MARTINS (USA), OLADELE MATTI (NIG)",Italy,2021,ALL,"Drama, Romance",73,0
5682,5682,Movie,The Green Promise,William D. Russell,Italy,2021,7+,Drama,94,0
5683,5683,TV Show,Self (the Series),Unknown,Italy,2021,18+,Drama,0,1
5684,5684,Movie,Puzzle (L'uomo Senza Memoria),Duccio Tessari,Italy,2021,17+,Suspense,92,0
5685,5685,Movie,Pounce,"Mister Hero, Keith R. Robinson",Italy,2021,18+,Horror,72,0
5686,5686,Movie,Personally Yours,Jeffrey Reiner,Italy,2000,7+,Comedy,90,0
5687,5687,Movie,Patang,j ramesh,Italy,2021,13+,"Drama, Kids, Special Interest",86,0
5688,5688,Movie,Parol Tamil,Sharrath Sandith,Italy,2018,13+,"Action, Drama",150,0
5689,5689,Movie,Omerta: The Act Of Silence,Craig Syracusa,Italy,2021,18+,Suspense,85,0
5690,5690,Movie,La Cadena,"Alfred Castillo Jr., Lamarcus Tinker",Italy,2021,7+,"Drama, Special Interest",61,0
5691,5691,Movie,Jappeloup,Christian Duguay,Italy,2013,16+,"Action, Drama",130,0
5692,5692,Movie,Is This A Joke?,Jim Haggerty,Italy,2021,18+,Comedy,75,0
5693,5693,Movie,Incarnation,Filip Kovacevic,Italy,2021,16+,Science Fiction,82,0
5694,5694,Movie,Dead Life: Wormwood's End,William Victor Schotten,Italy,2021,16+,Horror,80,0
5695,5695,Movie,Chiriakhana,Satyajit Ray,Italy,1967,13+,Drama,127,0
5696,5696,Movie,Wheels on the Bus & More Kids Songs - CoComelon,Moonbug Entertainment,Italy,2018,ALL,Kids,51,0
5697,5697,TV Show,The Great Waves,Unknown,Italy,2021,18+,"Action, Drama",0,1
5698,5698,TV Show,Southland Bounty Hunters,Unknown,Italy,2021,16+,Action,0,1
5699,5699,Movie,Sahasam,Chandra Sekhar Yeleti,Italy,2013,13+,"Action, Comedy, Science Fiction",149,0
5700,5700,TV Show,Rattan,Unknown,Italy,2021,18+,"Drama, Romance",0,1
5701,5701,Movie,PrimeVideoQATestMovie16 US,Test Director US,Italy,2015,0+,"Action, Drama",0,0
5702,5702,Movie,Monster From Green Hell,Kenneth G. Crane,Italy,1957,16+,"Horror, Science Fiction",72,0
5703,5703,Movie,Learn with Teeter Taught Animation,Unknown,Italy,2021,ALL,Kids,22,0
5704,5704,Movie,Koi Jaane Na,Amin Hajee,India,2021,13+,Suspense,138,0
5705,5705,Movie,Kabullywood,Louis Meunier,"Afghanistan, France",2017,13+,Drama,85,0
5706,5706,Movie,Hollow Scream,Joe Barajas,Italy,2020,16+,"Horror, Science Fiction",72,0
5707,5707,Movie,Hello Madam,VADLA JANARDHAN,Italy,2021,16+,"Action, Drama",113,0
5708,5708,Movie,Hampton's Legion,Christopher Forbes,Italy,2021,16+,Action,81,0
5709,5709,Movie,Gila!,Jim Wynorski,Italy,2012,13+,"Horror, Science Fiction",91,0
5710,5710,Movie,Gamera: The Giant Monster,Noriaki Yuasa,Italy,1965,13+,Science Fiction,79,0
5711,5711,Movie,Gamera: Super Monster,Noriaki Yuasa,Italy,1980,13+,Science Fiction,92,0
5712,5712,Movie,Gamera: Guardian of the Universe,Shûsuke Kaneko,Italy,1995,13+,"Action, Science Fiction",95,0
5713,5713,Movie,Gamera vs. Zigra,Noriaki Yuasa,Italy,1971,13+,Science Fiction,88,0
5714,5714,Movie,Gamera vs. Viras,Noriaki Yuasa,Italy,1968,13+,Science Fiction,81,0
5715,5715,Movie,Gamera vs. Jiger,Noriaki Yuasa,Italy,1970,13+,Science Fiction,83,0
5716,5716,Movie,Gamera vs. Gyaos,Noriaki Yuasa,Italy,1967,13+,Science Fiction,86,0
5717,5717,Movie,Gamera vs. Guiron,Noriaki Yuasa,Italy,1969,13+,Science Fiction,82,0
5718,5718,Movie,Gamera vs. Barugon,Shigeo Tanaka,Italy,1966,13+,Science Fiction,100,0
5719,5719,Movie,Full Strike,"Derek Kwok, Henri Wong",Italy,2015,16+,Comedy,108,0
5720,5720,Movie,Forrest Fun | Shorts for Kids,"Natalia Malykhina, Tihoni Brčić, Fred and Sam Guillaume, Miran Miošić, Dinko Kumanović",Italy,2021,ALL,"Animation, Kids",61,0
5721,5721,Movie,Evil Eye,"Elan Dassani, Rajeev Dassani",United States,2020,16+,"Drama, Horror",89,0
5722,5722,Movie,El Duende Satiro,Jorge Bastidas Zea,Italy,2016,18+,"Drama, Horror",89,0
5723,5723,Movie,Devil's Island,"Sean King, Taylor King",United States,2021,13+,"Horror, Suspense",72,0
5724,5724,Movie,DEPARTURE,Robert Silver,Italy,2021,7+,Drama,11,0
5725,5725,TV Show,Chivas: El Rebaño Sagrado,Unknown,Italy,2021,14+,"Documentary, Sports, Unscripted",0,1
5726,5726,Movie,Blippi's Snowflake Scavenger Hunt,Unknown,Italy,2020,ALL,Kids,52,0
5727,5727,Movie,Blippi - Explore With Blippi and Learn About Vehicles,Stevin John,Italy,2020,ALL,Kids,65,0
5728,5728,Movie,Beyond Adversity,Kaneesha Heath,Italy,2021,18+,Drama,107,0
5729,5729,Movie,Yatra (Tamil),Mahi V Raghav,Italy,2019,ALL,"Drama, International",125,0
5730,5730,Movie,Throwback Holiday,Trey Haley,Italy,2018,16+,"Comedy, Drama",80,0
5731,5731,Movie,The Christmas Toy,Eric Till,Italy,1986,ALL,"Kids, Science Fiction",50,0
5732,5732,Movie,The Alpha Test,Aaron Mirtes,Italy,2020,16+,Science Fiction,86,0
5733,5733,Movie,Son of the South,Barry Alexander Brown,Italy,2021,18+,Drama,106,0
5734,5734,Movie,Plug Love,Derek Scott,Italy,2017,18+,"Drama, Romance",115,0
5735,5735,Movie,Pinocchio (2020) [English Subtitled],Matteo Garrone,Italy,2020,13+,Drama,125,0
5736,5736,Movie,Pinocchio (2020) (4K UHD) [English Subtitled],Matteo Garrone,Italy,2020,13+,"Drama, Fantasy, Science Fiction",125,0
5737,5737,Movie,Pinkfong! Summer in Wonderville,Pinkfong,Italy,2021,0+,"Animation, Kids",47,0
5738,5738,Movie,Payback,Joseph Mensch,Italy,2021,16+,"Drama, Suspense",91,0
5739,5739,Movie,Number Zoo Adventures with Toddler Fun Learning,Christian Hughes,Italy,2019,ALL,Kids,30,0
5740,5740,Movie,My Magic Halloween with Mila and Morphle,Arthur van Merwijk,Italy,2019,ALL,Kids,40,0
5741,5741,Movie,Morphle Non-Dialogue - Mila and Morphle Save the Day,Arthur van Merwijk,Italy,2019,ALL,"Animation, Kids",41,0
5742,5742,Movie,Me Without You,Sandra Goldbacher,Italy,2002,17+,"Arthouse, Arts, Entertainment, and Culture, Drama",100,0
5743,5743,TV Show,Mcgraw Ave,Unknown,Italy,2020,18+,"Action, Drama",0,1
5744,5744,TV Show,Making the Cut,Unknown,United States,2021,13+,"Special Interest, Unscripted",0,2
5745,5745,Movie,Josh Blue: Sticky Change,Jay Chapman,Italy,2012,18+,"Arts, Entertainment, and Culture, Comedy, Special Interest",52,0
5746,5746,Movie,Go Buster - Buster the Wizard and More Original Kids Songs,Moonbug Entertainment,Italy,2020,ALL,Kids,38,0
5747,5747,Movie,Gecko's Garage - STEM Learning for Kids,Christian Hughes,Italy,2020,ALL,Kids,41,0
5748,5748,Movie,Gecko's Garage - Learn At Home with Gecko,Christian Hughes,Italy,2020,ALL,Kids,34,0
5749,5749,Movie,Emmet Otter's Jug-Band Christmas,Jim Henson,Italy,1977,ALL,"Drama, Kids",53,0
5750,5750,Movie,Cut the Rope - Om Nom Stories Dream Job,Arthur Merkulov,Italy,2017,ALL,"Animation, Kids, Sports",23,0
5751,5751,TV Show,Billions,Unknown,Italy,2019,17+,TV Shows,0,4
5752,5752,TV Show,Being Erica,Unknown,Italy,2009,14+,"Drama, Young Adult Audience",0,1
5753,5753,TV Show,8 Out Of 10 Cats,Unknown,Italy,2012,16+,"Arts, Entertainment, and Culture, Comedy",0,2
5754,5754,Movie,Your favorite cartoon cupcakes - Part 2,Unknown,Italy,2019,7+,Kids,25,0
5755,5755,TV Show,Yes & Yoga,Unknown,Italy,2021,7+,"Fitness, Special Interest",0,1
5756,5756,Movie,Yakov Smirnoff: As Long As We Both Shall Laugh,David Stern,Italy,2004,13+,"Arts, Entertainment, and Culture, Comedy, Special Interest",91,0
5757,5757,Movie,Wildflower,Nicholas DiBella,Italy,2016,13+,"Drama, Suspense",92,0
5758,5758,Movie,White Blessing,Janchivdorj Sengedorj,Italy,2017,16+,Drama,105,0
5759,5759,Movie,Up In Smoke,Lou Adler,Italy,1978,17+,Comedy,86,0
5760,5760,Movie,Unacknowledged: An Expose of the World's Greatest Secret,Michael Mazzola,Italy,2017,18+,Documentary,104,0
5761,5761,TV Show,Twelve Legend,Unknown,Italy,2021,14+,"Horror, Romance, Science Fiction",0,1
5762,5762,Movie,Trouble at Timpetill,Nicolas Bary,Italy,2008,13+,"Comedy, Young Adult Audience",98,0
5763,5763,Movie,Toxic Shark,Cole Sharpe,Italy,2017,UNRATED,"Action, Science Fiction",88,0
5764,5764,Movie,Titeuf,Zep,Italy,2011,13+,"Animation, Kids, Young Adult Audience",87,0
5765,5765,TV Show,Timothy Goes To School,Unknown,Italy,2000,0+,"Animation, Kids",0,2
5766,5766,Movie,The Thieves Code,Alex Power,Italy,2021,18+,"Action, Drama, Romance",101,0
5767,5767,Movie,The Secret Diaries of Miss Anne Lister,James Kent,United Kingdom,2010,16+,"Drama, LGBTQ",90,0
5768,5768,Movie,The Rolling Stones - From The Vault: Hampton Colesium Live In 1981,"Hal Ashby, Tom Trbovich",Italy,2014,13+,Music Videos and Concerts,143,0
5769,5769,TV Show,The Red Box,Unknown,Italy,2021,17+,"Action, Arts, Entertainment, and Culture, Drama",0,1
5770,5770,Movie,The Pizza Joint,W. L. Molina,Italy,2021,18+,Comedy,91,0
5771,5771,Movie,The Perfect Game,William Dear,United States,2011,8+,Drama,117,0
5772,5772,Movie,The Map of Tiny Perfect Things,Ian Samuels,United States,2021,13+,"Comedy, Romance, Young Adult Audience",99,0
5773,5773,Movie,The Magnetic Monster - One of the best 50's Sci-Fi Movies,Curt Siodmak,Italy,1953,13+,"Drama, Horror, Science Fiction",75,0
5774,5774,Movie,The Horrific Evil Monsters,Adam R. Steigert,Italy,2021,18+,Action,70,0
5775,5775,Movie,The Handmaiden,PARK CHAN-wook,Italy,2016,18+,"International, LGBTQ, Suspense",145,0
5776,5776,Movie,The Edge of Marlene,Ana Valine,Italy,2016,16+,"Comedy, Drama",97,0
5777,5777,Movie,The Booksellers,D. W. Young,Italy,2020,7+,Documentary,99,0
5778,5778,TV Show,The Bay: The Beginning,Unknown,Italy,2021,13+,Drama,0,1
5779,5779,Movie,The Bath Song & More Kids Songs - Super Simple Songs,Super Simple Songs,Italy,2017,ALL,"Animation, Kids",41,0
5780,5780,Movie,The Adventures Of Tartu,Harold S. Bucquet,Italy,1943,UNRATED,Suspense,103,0
5781,5781,Movie,Taken In,Travis Guba,Italy,2021,13+,"Drama, Suspense",15,0
5782,5782,Movie,Stonewall,Nigel Finch,Italy,1997,18+,"Arts, Entertainment, and Culture, LGBTQ",92,0
5783,5783,TV Show,Stickin' Around,Unknown,Italy,1998,0+,"Animation, Kids",0,3
5784,5784,Movie,Sound of Metal,Darius Marder,United States,2020,17+,Drama,121,0
5785,5785,Movie,Seven Days In Utopia,Matt Russell,Italy,2011,7+,"Drama, Special Interest, Sports",99,0
5786,5786,Movie,Sebastian LIVE,Manny Rodriguez,Italy,2009,18+,"Arts, Entertainment, and Culture",62,0
5787,5787,TV Show,Ruby Gloom,Unknown,Italy,2006,0+,"Animation, Kids",0,1
5788,5788,Movie,Ron White: A Little Unprofessional,Unknown,Italy,2013,ALL,"Arts, Entertainment, and Culture",80,0
5789,5789,Movie,Rolling Stones - Sticky Fingers Live At The Fonda Theatre 2015,Paul Dugdale,Italy,2017,13+,Music Videos and Concerts,87,0
5790,5790,Movie,Rolling Stones - No Security San Jose 1999,Unknown,Italy,2018,13+,Music Videos and Concerts,118,0
5791,5791,Movie,Recognize,Terry T. Miles,Italy,2021,18+,"Action, Drama",93,0
5792,5792,Movie,Razia Sultan,Kamal Amrohi,Italy,1983,13+,Drama,151,0
5793,5793,TV Show,"Please Feel At Ease, Mr. Ling",Unknown,Italy,2021,7+,"Drama, Romance",0,1
5794,5794,Movie,Pinkfong and Baby Shark's Space Adventure,Pinkfong,Italy,2019,ALL,"Animation, Kids",65,0
5795,5795,Movie,Pachchis,"Sri Krishna, Rama Sai",Italy,2021,16+,"Action, Suspense",128,0
5796,5796,Movie,Other Voices,Ose Oyamendan,Italy,2021,18+,Documentary,84,0
5797,5797,Movie,Octagon,Christopher Wiggins,Italy,2017,17+,Horror,103,0
5798,5798,Movie,Nose,"Arthur de Kersauson, Clément Beauvais",Italy,2021,UNRATED,"Arts, Entertainment, and Culture, Documentary, International",71,0
5799,5799,Movie,Nagina,Harmesh Malhotra,Italy,1986,13+,"Drama, Romance, Science Fiction",137,0
5800,5800,Movie,Monsieur Papa,Kad Merad,Italy,2011,13+,"Comedy, Drama",89,0
5801,5801,TV Show,MondoYan,Unknown,Italy,2020,7+,"Action, Animation, Kids",0,1
5802,5802,Movie,Mere Jeevan Saathi,Suneel Darshan,Italy,2006,ALL,"Arts, Entertainment, and Culture, Drama, Romance",125,0
5803,5803,Movie,Mary Higgins Clark's: Lucky Day,Penelope Buitenhuis,Italy,2002,13+,"Drama, Suspense",94,0
5804,5804,Movie,Mary Higgins Clark's: Before I Say Goodbye,Michael Storey,Italy,2003,13+,"Drama, Suspense",95,0
5805,5805,Movie,Mary 4 Mayor,Chris Aronoff,Italy,2021,8+,"Comedy, Romance",97,0
5806,5806,Movie,Manifest Destiny: The Lewis & Clark Musical Adventure,Anthony Parisi,Italy,2016,13+,Comedy,87,0
5807,5807,Movie,Mama's Song,David Wendell Boykins,Italy,2020,18+,"Drama, Kids, Special Interest",41,0
5808,5808,Movie,Lea & Pop - Twinkle Twinkle Little Star & More Kids Songs,Mora TV,Italy,2021,ALL,"Animation, Kids",50,0
5809,5809,Movie,Lea & Pop - Baby Shark & More Kids Songs,Mora TV,Italy,2021,ALL,"Animation, Kids",52,0
5810,5810,Movie,La fille aux deux visages,Romain Serir,Italy,2018,13+,"Horror, Suspense",75,0
5811,5811,Movie,Jurassic Dinosaur Quest T-Rex Ranch,Aaron Michael,Italy,2018,ALL,Kids,13,0
5812,5812,Movie,Jungle,Greg McLean,"Australia, Colombia, United Kingdom",2017,17+,Action,116,0
5813,5813,Movie,Jhoom Barabar Jhoom,Shaad Ali Sahgal,Italy,2007,13+,"Drama, International, Romance",132,0
5814,5814,Movie,Highlander,Russell Mulcahy,Italy,1986,17+,"Action, Adventure, Fantasy",117,0
5815,5815,Movie,Helena,Alfonso Ciccarelli,Italy,2020,16+,Drama,80,0
5816,5816,Movie,He's Out There,Quinn Lasher,Italy,2018,17+,"Action, Horror, Suspense",89,0
5817,5817,Movie,Eruption LA,Sean Cain,Italy,2018,UNRATED,"Action, Adventure, Fantasy",87,0
5818,5818,Movie,Ed Hill: Candy and Smiley,Jeremy Podlog,Italy,2021,13+,"Arts, Entertainment, and Culture, Comedy",68,0
5819,5819,Movie,Duniyadari,Sanjay Jadhav,India,2013,13+,Romance,146,0
5820,5820,Movie,Drastic Measures,Wade Alexander,Italy,2019,16+,"Drama, Horror, Suspense",79,0
5821,5821,Movie,Crucified,Claudio Lattanzi,Italy,2021,16+,"Horror, Suspense",72,0
5822,5822,Movie,Come Out Fighting,Eric Weston,Italy,2016,18+,Romance,101,0
5823,5823,Movie,Cleo,Giuseppe Di Paola,Italy,2020,13+,Drama,15,0
5824,5824,Movie,Cannibal Troll,"Scott Jeffrey, Rebecca Matthews",Italy,2021,18+,Horror,84,0
5825,5825,TV Show,Bubble Bip,Unknown,Italy,2015,7+,"Animation, Kids",0,2
5826,5826,Movie,Bastaard,Mathieu Mortelmans,Italy,2019,18+,"Drama, Suspense",104,0
5827,5827,Movie,Back For Good,"Bailey Donovan, Molly Donovan",Italy,2021,18+,Drama,73,0
5828,5828,Movie,Baby Shark & More Kids Songs - Super Simple Songs,Super Simple Songs,Italy,2017,ALL,Kids,48,0
5829,5829,Movie,Absurd Accident,Li Yuhe,Italy,2017,16+,"Arthouse, Comedy, Drama",101,0
5830,5830,Movie,Aashiqui,Mahesh Bhatt,India,1990,ALL,"Drama, International, Romance",145,0
5831,5831,Movie,3rd Class,Ashok Dev,Italy,2020,13+,Romance,125,0
5832,5832,Movie,15 Killings,I. Drakos,Italy,2020,18+,"Horror, Suspense",97,0
5833,5833,Movie,Werewolf,Adrian Panek,Italy,2020,UNRATED,"Drama, Horror, Suspense",88,0
5834,5834,Movie,Warmed-Over Krautrock,Mark Tompkins,Italy,2021,ALL,Comedy,82,0
5835,5835,TV Show,Vitaminix,Unknown,Italy,2004,ALL,"Animation, Kids",0,1
5836,5836,Movie,The Most Fun You Can Have Dying,Kristin Marcon,Italy,2021,13+,"Drama, Romance",97,0
5837,5837,Movie,The Heiress,Chris Bell,Italy,2021,18+,Horror,83,0
5838,5838,Movie,The Funeral Home,Mauro Iván Ojeda,Italy,2021,16+,Horror,86,0
5839,5839,Movie,Tales of an American Hoodrat,Brandon Lunzman,Italy,2019,18+,"Comedy, Drama",99,0
5840,5840,Movie,Strictly For The Streets Vol. 1,Katoria Chanyasubkit,Italy,2021,18+,"Comedy, Drama, Romance",70,0
5841,5841,Movie,Sacrilege,David Creed,Italy,2021,18+,Horror,83,0
5842,5842,Movie,Ruben Guthrie,Brendan Cowell,Italy,2015,16+,"Comedy, Drama",94,0
5843,5843,Movie,Road to Damascus,Anthony G. Perkins,Italy,2021,18+,"Drama, Suspense",99,0
5844,5844,Movie,Reunion,Jake Mahaffy,Italy,2021,UNRATED,Horror,95,0
5845,5845,TV Show,Qing Luo,Unknown,Italy,2021,18+,"Drama, Romance",0,1
5846,5846,Movie,Perfect Strangers,Gaylene Preston,Italy,2021,13+,"Drama, Romance, Suspense",99,0
5847,5847,Movie,Pazhagiya Naatkal,Ramdev,Italy,2021,13+,Romance,120,0
5848,5848,Movie,New York,Kabir Khan,"India, United States",2009,13+,"International, Suspense",151,0
5849,5849,Movie,Mala Aai Vhhaychy,Samruddhi Porey,Italy,2011,ALL,Drama,129,0
5850,5850,Movie,Lake of the Woods,Garrett Clancy,Italy,2007,16+,"Drama, Suspense",94,0
5851,5851,Movie,Konga TNT,Brett Kelly,Italy,2021,13+,Science Fiction,73,0
5852,5852,Movie,Khokababu,D. Sankaraiyaa,Italy,2012,13+,Comedy,158,0
5853,5853,Movie,Jean of the Joneses,Stella Meghie,Italy,2016,16+,"Comedy, Drama, Romance",86,0
5854,5854,Movie,"It's All Gone, Pete Tong",Michael Dowse,Italy,2005,18+,"Comedy, Drama",88,0
5855,5855,TV Show,Horseland Season 1,Unknown,Italy,2008,7+,"Animation, Kids",0,1
5856,5856,Movie,Hawk & Rev: Vampire Slayers,Ryan Barton-Grimley,Italy,2021,18+,"Comedy, Horror",85,0
5857,5857,TV Show,Grossology,Unknown,Italy,2008,7+,"Animation, Kids",0,1
5858,5858,TV Show,Entitled,Unknown,Italy,2019,17+,"Comedy, Drama",0,1
5859,5859,TV Show,Douluo Continent,Unknown,Italy,2021,13+,"Action, Romance, Science Fiction",0,1
5860,5860,TV Show,Detective McLean,Unknown,Italy,2015,16+,Drama,0,1
5861,5861,TV Show,Decisions,Unknown,Italy,2021,18+,Drama,0,1
5862,5862,TV Show,Da Kink In My Hair,Unknown,Italy,2009,14+,Comedy,0,2
5863,5863,TV Show,Critical,Unknown,Italy,2015,18+,Drama,0,1
5864,5864,Movie,Be Dune Saade Chaar,Girish Mohite,India,2009,ALL,Comedy,132,0
5865,5865,Movie,Back to Gaya,"Lenard Fritz Krawinkel, Holger Tappe",Italy,2021,7+,"Action, Animation, Kids",88,0
5866,5866,Movie,All the Little Animals,Jeremy Thomas,Italy,1999,17+,"Action, Drama, Suspense",112,0
5867,5867,Movie,After the Reign,Geo Santini,Italy,2021,18+,Comedy,86,0
5868,5868,TV Show,Adventures of Paddingon Bear,Unknown,Italy,1998,0+,"Animation, Kids",0,2
5869,5869,Movie,Aalas Motaapa Ghabraahat,Omar Iyer,India,2021,16+,Comedy,52,0
5870,5870,Movie,A I 1.O,Feroz Qureshi,Italy,2021,18+,Drama,116,0
5871,5871,Movie,Wheels on the Bus and More Kids Songs,Shannon Jones,Italy,2019,ALL,"Arts, Entertainment, and Culture, Kids",53,0
5872,5872,Movie,Tula Shikwin Changlach Dhada,Girish Mohite,India,2007,ALL,Comedy,152,0
5873,5873,Movie,The Patron Saint Of Liars,Stephen Gyllenhaal,Italy,1998,13+,Drama,92,0
5874,5874,Movie,The Fabulous Joe - In Cinecolor! A Talking Dog Comedy,Harve Foster,Italy,1947,13+,"Action, Comedy, Drama",59,0
5875,5875,TV Show,SeriesXXXXXX QA Test Series US,Unknown,Italy,2015,0+,"Action, Comedy, Drama",0,1
5876,5876,Movie,Randolph Scott & Robert Mitchum in Gung Ho! - A WWII Marine Classic,Ray Enright,Italy,1943,13+,"Action, Drama",87,0
